0	0	0
0.001	0.0179842	0.00895021
0.002	0.0268273	0.0178014
0.003	0.0355724	0.0265546
0.004	0.0442204	0.0352107
0.005	0.0527724	0.0437708
0.006	0.0612292	0.0522357
0.007	0.0695919	0.0606065
0.008	0.0778613	0.068884
0.009	0.0860384	0.0770692
0.01	0.0941241	0.085163
0.011	0.102119	0.0931664
0.012	0.110025	0.10108
0.013	0.117842	0.108905
0.014	0.125571	0.116642
0.015	0.133213	0.124293
0.016	0.140769	0.131857
0.017	0.14824	0.139336
0.018	0.155627	0.146731
0.019	0.16293	0.154042
0.02	0.17015	0.16127
0.021	0.177289	0.168417
0.022	0.184346	0.175482
0.023	0.191323	0.182467
0.024	0.198221	0.189373
0.025	0.20504	0.1962
0.026	0.211781	0.20295
0.027	0.218445	0.209622
0.028	0.225033	0.216218
0.029	0.231545	0.222738
0.03	0.237982	0.229183
0.031	0.244346	0.235554
0.032	0.250635	0.241852
0.033	0.256853	0.248078
0.034	0.262998	0.254231
0.035	0.269072	0.260313
0.036	0.275076	0.266325
0.037	0.28101	0.272267
0.038	0.286875	0.27814
0.039	0.292671	0.283945
0.04	0.2984	0.289682
0.041	0.304062	0.295352
0.042	0.309657	0.300955
0.043	0.315187	0.306493
0.044	0.320652	0.311966
0.045	0.326052	0.317374
0.046	0.331388	0.322718
0.047	0.336662	0.328
0.048	0.341872	0.333219
0.049	0.347021	0.338376
0.05	0.352109	0.343472
0.051	0.357136	0.348507
0.052	0.362103	0.353482
0.053	0.367011	0.358397
0.054	0.371859	0.363254
0.055	0.37665	0.368053
0.056	0.381383	0.372793
0.057	0.386058	0.377477
0.058	0.390677	0.382104
0.059	0.39524	0.386675
0.06	0.399748	0.391191
0.061	0.404201	0.395652
0.062	0.408599	0.400058
0.063	0.412944	0.404411
0.064	0.417235	0.40871
0.065	0.421474	0.412957
0.066	0.42566	0.417152
0.067	0.429795	0.421294
0.068	0.433878	0.425386
0.069	0.437911	0.429427
0.07	0.441894	0.433418
0.071	0.445827	0.437359
0.072	0.449711	0.441251
0.073	0.453546	0.445094
0.074	0.457333	0.448889
0.075	0.461073	0.452637
0.076	0.464765	0.456337
0.077	0.46841	0.45999
0.078	0.472009	0.463598
0.079	0.475562	0.467159
0.08	0.47907	0.470675
