0	0
-1.7192e-05	0.00895021
7.33761e-05	0.0178014
4.95837e-05	0.0265546
-2.10172e-05	0.0352107
5.15878e-05	0.0437708
0.000130881	0.0522357
4.55394e-05	0.0606065
2.49453e-05	0.068884
5.93493e-05	0.0770692
6.79639e-05	0.085163
3.3243e-05	0.0931664
3.23331e-05	0.10108
8.02746e-05	0.108905
3.94543e-05	0.116642
0.000105307	0.124293
-1.80189e-05	0.131857
8.23116e-05	0.139336
6.97891e-05	0.146731
-5.86288e-05	0.154042
0.000139557	0.16127
0.000171907	0.168417
-5.06773e-05	0.175482
0.000165378	0.182467
9.49283e-05	0.189373
-5.23042e-05	0.1962
0.000109533	0.20295
3.62872e-05	0.209622
3.96189e-05	0.216218
2.75509e-05	0.222738
6.3421e-05	0.229183
3.92874e-05	0.235554
2.14904e-05	0.241852
0.000111323	0.248078
3.24237e-05	0.254231
5.29587e-05	0.260313
3.38796e-05	0.266325
5.27106e-05	0.272267
0.000192907	0.27814
6.57501e-05	0.283945
7.30396e-05	0.289682
-3.23399e-06	0.295352
8.04199e-05	0.300955
7.56605e-05	0.306493
-7.54339e-05	0.311966
-1.71046e-05	0.317374
7.94452e-05	0.322718
9.45119e-07	0.328
0.000135644	0.333219
8.85921e-05	0.338376
-4.24611e-06	0.343472
-2.79118e-05	0.348507
0.000109625	0.353482
9.74658e-05	0.358397
-0.000993303	0.363254
0.0011213	0.368053
-0.000794627	0.372793
0.00058607	0.377477
0.00430042	0.382104
-0.00190342	0.386675
0.000871336	0.391191
0.00104517	0.395652
-0.00237913	0.400058
0.00105839	0.404411
0.000484409	0.40871
-0.00114695	0.412957
0.000139629	0.417152
9.31967e-05	0.421294
-9.53278e-05	0.425386
-8.12579e-05	0.429427
0.000100883	0.433418
7.50351e-05	0.437359
9.79173e-06	0.441251
-2.99341e-05	0.445094
5.80943e-05	0.448889
5.04388e-05	0.452637
-1.08448e-05	0.456337
5.82898e-05	0.45999
4.01646e-05	0.463598
2.37388e-05	0.467159
1.58916e-05	0.470675
5.50406e-05	0.474146
-3.42544e-06	0.477572
-8.15935e-06	0.480954
5.18662e-05	0.484293
5.96613e-05	0.487589
-7.16741e-05	0.490842
4.39988e-05	0.494052
7.90313e-05	0.497221
-2.81068e-05	0.500348
1.38129e-05	0.503434
6.39577e-05	0.50648
-1.12008e-05	0.509485
2.4362e-05	0.512451
5.2665e-05	0.515376
-1.89146e-05	0.518263
3.72391e-05	0.521111
3.47244e-05	0.523921
-2.12858e-05	0.526693
0.000305031	0.529428
-2.17157e-05	0.532125
1.1688e-05	0.534786
0.00064092	0.53741
-0.00018477	0.539998
-1.18617e-05	0.54255
0.000135463	0.545067
6.99923e-05	0.547549
-5.75155e-05	0.549996
5.72114e-05	0.552409
3.91147e-05	0.554788
2.8853e-06	0.557134
1.54074e-05	0.559446
4.43693e-05	0.561725
-2.57556e-06	0.563972
6.83866e-05	0.566186
-3.86814e-05	0.568368
5.04056e-06	0.570519
0.000129964	0.572638
-0.000204707	0.574727
0.000193384	0.576784
0.000316081	0.578811
-0.000152937	0.580808
8.48731e-06	0.582775
0.000200922	0.584713
-2.00495e-05	0.586621
-1.2953e-05	0.588501
7.05356e-05	0.590352
5.38084e-05	0.592174
-5.84349e-05	0.593969
3.54606e-05	0.595735
5.23989e-05	0.597474
-4.991e-05	0.599186
9.03331e-05	0.600871
-4.54069e-06	0.602529
6.20558e-05	0.60416
6.26168e-05	0.605766
1.63942e-06	0.607345
-2.95134e-05	0.608899
2.84239e-05	0.610428
5.22357e-05	0.611931
-1.28275e-05	0.613409
-2.9691e-05	0.614863
5.14382e-05	0.616292
-4.43707e-06	0.617698
-3.02535e-05	0.619079
5.92702e-05	0.620436
-1.77916e-05	0.62177
6.95285e-05	0.623081
-4.61533e-05	0.624369
4.32883e-05	0.625634
7.76068e-05	0.626877
-0.000100466	0.628097
0.000108971	0.629295
-5.71128e-05	0.630471
-0.000102186	0.631626
0.000191982	0.632759
0.000174169	0.633871
-0.000532992	0.634962
0.000599724	0.636032
0.000172947	0.637082
-0.000414434	0.638111
0.000240684	0.63912
0.00018062	0.640109
-0.000300206	0.641078
0.000946856	0.642027
-0.00129054	0.642958
0.00130438	0.643869
-0.000105292	0.644761
-0.000423051	0.645634
0.00068212	0.646488
-2.36353e-05	0.647324
-2.00024e-06	0.648142
4.79809e-05	0.648942
4.91741e-06	0.649723
1.46981e-05	0.650487
1.0866e-05	0.651234
1.68444e-05	0.651963
-5.45935e-06	0.652675
1.48557e-05	0.65337
5.78796e-06	0.654048
2.80226e-06	0.654709
1.43864e-05	0.655354
8.41064e-06	0.655983
1.97181e-05	0.656595
6.95832e-07	0.657191
-6.05389e-06	0.657771
2.36415e-05	0.658336
6.78422e-05	0.658885
-1.31812e-05	0.659418
-3.95204e-06	0.659937
3.02538e-05	0.66044
-1.51242e-05	0.660928
3.72481e-05	0.661402
-3.0983e-05	0.661861
0.000102525	0.662305
2.24679e-05	0.662735
-4.16635e-05	0.66315
8.56695e-06	0.663552
1.62962e-05	0.66394
-5.98072e-06	0.664314
1.19349e-05	0.664674
1.17149e-05	0.66502
9.99207e-06	0.665354
1.27093e-05	0.665674
6.79687e-06	0.665981
9.20048e-06	0.666274
1.87924e-06	0.666555
1.56587e-05	0.666824
6.85376e-06	0.667079
5.81916e-07	0.667322
8.68889e-06	0.667553
5.70709e-06	0.667772
3.35389e-06	0.667978
8.84704e-06	0.668172
1.03407e-05	0.668355
1.94512e-05	0.668526
-0.000245238	0.668685
4.48454e-05	0.668832
0.000106183	0.668968
-7.91598e-05	0.669093
-1.85505e-05	0.669207
0.00012044	0.669309
6.77553e-05	0.669401
-0.000102602	0.669482
5.85694e-05	0.669552
